"datasetNO","ID","gender","age","ethnic","edu","SES","objSES","subSES","abroad","abroad_c","abroad_t","FD1","SD2","UP3","FW4","FD5","SD6","UP7","FW8","FD9","SD10","UP11","FW12","FD13","SD14","UP15","FW16","FD17","SD18","UP19","UP20","FW21","SD22","FW23","SD24","UP25","FW26","UP27","BFI1","BFI2","BFI3","BFI4","BFI5","BFI6","BFI7","BFI8","BFI9","BFI10","BFI11","BFI12","BFI13","BFI14","BFI15","BFI16","BFI17","BFI18","BFI19","BFI20","BFI21","BFI22","BFI23","BFI24","BFI25","BFI26","BFI27","BFI28","BFI29","BFI30","BFI31","BFI32","BFI33","BFI34","BFI35","BFI36","BFI37","BFI38","BFI39","BFI40","BFI41","BFI42","BFI43","BFI44","BFI45","BFI46","BFI47","BFI48","BFI49","BFI50","BFI51","BFI52","BFI53","BFI54","BFI55","BFI56","BFI57","BFI58","BFI59","BFI60","MLOC1","MLOC2","MLOC3","MLOC4","MLOC5","MLOC6","MLOC7","MLOC8","MLOC9","MLOC10","MLOC11","MLOC12","MLOC13","MLOC14","MLOC15","MLOC16","MLOC17","MLOC18","MLOC19","MLOC20","MLOC21","MLOC22","MLOC23","MLOC24","FD","SD","UP","FW"
9,677,"男","2001.03","汉族","本科（含本科在读）",18000,5,6,"否","","",2,1,2,5,2,5,5,5,2,2,4,5,4,4,5,5,2,4,3,4,5,5,5,1,2,4,5,5,5,1,5,1,5,5,1,4,5,2,1,5,2,5,2,1,4,1,4,1,1,1,5,1,1,5,1,5,1,1,4,5,1,4,1,1,5,1,5,5,1,5,5,1,1,1,1,5,2,4,5,5,1,1,5,5,1,2,4,2,-2,-1,3,2,-3,-2,-1,3,-1,-1,-3,-2,-3,-1,-1,-1,2,3,-3,3,1,3,-2,2.4,3.14285714285714,3.75,4.85714285714286
9,6292,"男","2002.04","汉族","本科（含本科在读）",18000,3,5,"否","","",1,4,1,5,1,4,1,4,1,5,1,5,1,4,1,5,5,5,1,3,5,5,5,4,1,5,1,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,5,1,5,1,5,5,1,1,5,1,1,5,1,5,1,5,5,5,1,5,1,1,5,1,5,5,1,5,5,1,5,1,1,4,1,1,5,5,1,1,5,5,1,1,5,3,-3,3,3,3,-3,-3,-1,3,3,3,-3,-3,-2,1,1,2,3,3,-3,3,3,3,-3,1.8,4.42857142857143,1.25,4.85714285714286
9,6288,"女","2001.1","汉族","本科（含本科在读）",32000,5,6,"否","","",2,1,4,5,2,4,5,4,2,1,5,4,2,5,3,4,2,5,1,4,5,4,5,2,4,5,4,2,4,1,4,2,4,5,2,5,4,2,1,4,2,5,4,2,5,1,4,4,2,1,5,2,1,4,2,2,1,4,5,4,2,5,2,2,4,2,5,4,2,5,4,2,4,2,1,5,2,4,5,4,2,1,4,5,4,2,5,2,-1,-3,2,3,-2,-1,-3,2,-2,-1,-2,-1,-2,-3,1,-1,3,1,-2,3,-1,2,-3,2,3.14285714285714,3.75,4.57142857142857
9,6110,"男","200204","汉族","本科（含本科在读）",13000,6,5,"否","","",2,3,4,4,2,3,4,5,2,2,4,3,2,3,4,5,2,4,4,4,5,4,5,3,4,5,5,4,4,2,4,2,4,5,2,4,4,2,1,4,2,4,4,2,4,2,4,4,2,2,4,2,2,4,2,1,2,2,4,5,2,5,2,2,4,2,4,4,2,4,5,2,4,2,2,4,2,2,4,5,2,2,4,5,2,2,4,2,-1,-2,2,2,-1,1,-1,1,1,-1,2,-1,-2,-1,1,-1,2,1,-2,2,-1,2,-1,2,3.14285714285714,4.125,4.57142857142857
9,6283,"男","2001.03","汉族","本科（含本科在读）",40000,7,6,"否","","",4,4,3,4,2,4,4,4,4,3,4,5,4,4,3,5,4,4,3,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4,5,5,4,4,2,4,4,4,4,2,5,4,4,3,2,4,4,4,5,4,3,2,2,4,4,5,4,4,4,4,5,4,4,4,3,5,4,2,4,2,3,4,4,4,4,5,3,4,4,5,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.71428571428571,3.5,4.28571428571429
9,6225,"女","1998.06","汉族","硕士（含硕士在读）",10000,3,2,"否","","",2,2,3,2,2,2,3,3,2,3,4,4,3,4,3,4,3,4,3,4,3,3,4,3,2,3,3,2,4,2,3,2,4,4,5,4,4,3,2,4,4,4,4,2,4,4,3,2,3,5,2,2,3,3,2,2,3,4,3,3,3,4,2,2,3,4,4,2,3,4,2,2,5,2,2,2,2,5,4,3,4,2,3,3,2,4,3,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,2.4,3,3.125,3.28571428571429
9,6294,"男","2002.11","汉族","本科（含本科在读）",20000,4,6,"否","","",1,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,5,5,1,3,4,5,5,4,2,4,1,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,5,1,5,1,5,5,1,1,5,1,1,5,1,5,1,4,5,5,1,5,1,1,5,1,5,5,1,5,4,1,5,1,1,5,1,1,5,5,1,1,5,5,1,1,5,3,-2,3,-3,3,-3,-3,2,2,3,2,-3,-3,-3,2,2,3,2,2,-3,3,3,3,-3,1.8,4.71428571428571,1.375,4.71428571428571
9,6108,"女","20010519","汉族","本科（含本科在读）",9000,8,7,"是","新加坡","19",2,2,5,5,1,4,5,4,1,3,4,5,1,5,4,5,2,4,4,5,5,5,4,4,5,5,5,5,4,1,5,1,4,5,1,5,5,1,2,5,2,5,5,1,5,1,5,5,1,2,5,2,1,5,5,5,1,2,5,5,1,5,2,1,5,1,5,5,2,5,5,2,5,1,1,4,2,4,5,4,1,2,5,5,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,3.85714285714286,4.625,4.71428571428571
9,693,"男","2001.08","汉族","本科（含本科在读）",15000,6,7,"否","","",4,4,3,5,1,4,4,5,4,2,5,4,1,4,4,5,4,4,4,5,5,4,5,4,5,4,4,4,5,2,4,1,4,5,2,4,5,2,2,4,2,5,4,1,4,2,5,4,1,2,4,2,3,4,1,4,2,4,5,5,3,4,3,2,5,4,4,4,2,5,5,2,4,2,2,2,2,4,5,4,4,1,4,5,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,3.71428571428571,4.25,4.71428571428571
9,6232,"男","2001.06","汉族","本科（含本科在读）",2000,6,4,"否","","",3,3,4,4,3,4,4,4,4,2,3,2,3,3,2,4,4,5,3,3,3,4,5,3,4,4,4,4,4,5,2,4,4,3,4,5,5,3,3,4,4,2,4,4,4,1,3,3,4,4,2,4,3,2,3,4,3,2,2,3,4,2,3,4,1,3,5,5,4,3,3,5,2,3,4,4,3,4,2,4,4,5,4,4,5,1,5,-2,-1,2,-2,2,2,3,1,2,3,-2,1,2,-2,-1,1,-3,-2,2,1,2,2,-1,3,3.4,3.42857142857143,3.375,3.71428571428571
9,694,"女","1998.07.24","汉族","本科（含本科在读）",10000,5,5,"否","","",3,4,3,4,2,3,5,4,2,3,4,4,2,4,3,4,2,3,3,3,4,2,4,3,2,3,4,4,5,2,4,4,5,5,2,5,3,2,1,5,1,4,3,1,5,2,2,3,2,1,5,3,3,5,1,5,3,2,5,5,1,2,2,1,5,1,3,5,1,5,5,3,3,1,1,4,3,3,5,4,1,3,5,4,1,1,3,2,-2,-2,1,2,-2,-2,-2,2,-1,-2,-2,-1,-3,-1,-1,-2,2,3,-2,3,-1,3,-3,2.2,3.14285714285714,3.375,3.85714285714286
9,6176,"女","2002.07","汉族","本科（含本科在读）",15000,6,6,"否","","",2,2,1,4,1,4,1,4,2,2,2,5,1,2,3,5,2,4,2,4,4,4,5,4,2,4,2,2,5,2,4,1,4,5,1,4,5,2,1,4,1,4,4,2,4,4,5,4,1,1,4,1,2,4,1,5,1,4,5,5,4,5,4,1,4,4,4,4,1,4,5,1,4,1,1,2,1,2,4,5,4,1,4,3,1,1,4,2,-2,-2,2,3,-2,-2,-1,3,1,-1,-2,-2,-2,1,-2,-1,1,1,-2,2,-1,2,-2,1.6,3.14285714285714,2.125,4.42857142857143
9,6193,"女","199805","汉族","本科（含本科在读）",30000,6,6,"否","","",2,4,4,2,2,4,5,4,2,4,4,2,2,4,5,4,2,4,4,5,2,4,5,3,4,5,4,4,5,2,4,3,4,5,2,4,5,4,2,4,1,4,3,2,4,4,3,3,1,3,5,2,2,3,2,1,1,4,3,4,4,5,4,2,4,2,4,4,2,4,5,2,4,2,1,4,3,4,5,5,2,2,4,5,4,1,4,2,-1,2,3,-2,-1,2,3,-1,2,2,2,-3,-2,1,2,2,-2,2,-1,1,2,2,2,2,3.85714285714286,4.375,3.42857142857143
9,640,"男","2001.08","汉族","本科（含本科在读）",4800,6,6,"否","","",3,4,4,3,3,4,5,5,3,4,5,5,2,4,5,5,4,4,5,5,3,3,5,3,3,4,5,5,4,2,4,1,4,5,1,4,5,2,1,5,2,5,3,1,5,1,4,2,1,2,4,2,1,4,2,4,2,3,4,5,2,4,2,1,5,2,4,4,2,4,4,1,1,2,1,4,2,3,4,5,2,2,5,4,2,1,4,2,1,2,-2,-1,-2,-3,1,-1,1,1,-1,1,2,1,1,-2,1,2,-1,3,1,2,-2,3,3.71428571428571,4.625,4.28571428571429
9,6139,"男","1995.07","汉族","高中（含高中未毕业）",25000,8,7,"否","","",4,4,5,4,4,4,4,4,4,4,4,5,4,4,2,4,5,5,4,4,4,4,4,4,4,5,5,4,4,2,4,2,4,5,2,4,4,4,5,5,2,4,4,2,4,2,4,4,1,1,4,2,4,4,1,5,2,2,4,4,2,5,2,1,4,2,4,4,1,4,4,2,5,2,2,2,2,4,4,5,2,2,4,5,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.14285714285714,4,4.28571428571429
9,692,"女","2000.08","汉族","本科（含本科在读）",5000,4,4,"否","","",4,3,4,4,3,4,3,5,3,4,5,4,2,4,4,4,5,4,4,3,4,4,5,4,3,2,3,5,4,2,5,3,5,3,2,4,5,3,2,5,1,4,5,2,4,1,4,5,2,1,4,3,2,5,2,5,3,2,5,4,1,4,2,2,4,2,5,5,2,5,4,2,4,3,2,5,4,3,5,5,3,4,4,5,2,1,4,1,2,1,3,2,3,1,3,2,3,2,1,2,3,2,1,2,1,3,1,1,3,1,2,3.4,3.85714285714286,3.625,4
9,668,"男","2002.11","汉族","本科（含本科在读）",6000,4,5,"否","","",4,5,3,3,2,4,4,5,4,3,4,4,3,4,4,4,5,3,4,5,3,4,5,4,4,3,2,5,4,1,4,4,5,3,2,4,5,2,1,4,2,4,4,2,5,2,3,4,1,1,4,4,2,4,2,4,2,1,4,5,2,4,2,1,4,2,5,5,2,4,5,2,3,2,1,4,3,3,5,3,3,3,4,5,2,1,4,2,3,1,1,2,1,2,3,1,3,2,1,2,3,2,3,2,3,2,1,2,3,1,3,3.6,3.85714285714286,3.75,3.85714285714286
9,6133,"男","200305","汉族","本科（含本科在读）",4000,5,6,"否","","",2,2,4,4,1,2,5,4,2,1,4,4,1,2,5,4,4,5,4,4,4,2,5,1,4,4,5,4,4,2,4,1,4,5,2,5,4,2,1,4,1,4,2,2,4,2,4,4,1,1,4,1,2,4,2,4,2,2,4,4,1,4,2,1,4,1,4,4,1,4,4,1,4,2,1,4,1,2,4,5,1,1,4,5,1,1,4,3,-2,2,-2,2,-2,-2,-3,2,2,-3,2,-3,-2,-3,2,-2,-3,2,2,2,2,2,-2,2,2.14285714285714,4.375,4.14285714285714
9,672,"男","2002.06","汉族","本科（含本科在读）",5600,6,5,"否","","",4,5,4,4,4,5,4,5,4,4,4,5,4,5,3,5,4,5,4,5,3,4,5,4,4,1,2,5,4,2,5,2,5,4,2,4,5,2,1,4,2,5,4,2,5,1,5,4,3,1,5,4,2,5,2,5,2,2,5,4,1,4,2,1,4,2,3,5,2,5,4,1,5,2,1,4,3,2,5,4,2,3,5,4,2,1,5,2,3,1,3,2,3,2,3,2,3,2,3,1,2,3,2,2,3,2,1,2,3,2,2,4,4.57142857142857,3.75,4
9,6271,"男","2001.1","汉族","本科（含本科在读）",32800,5,6,"否","","",2,4,3,5,2,4,4,5,1,4,5,4,2,4,5,5,1,4,4,5,3,4,5,4,4,5,4,4,5,2,5,1,5,4,1,4,5,2,1,5,2,5,4,1,5,2,4,4,2,1,5,2,2,5,2,4,1,3,5,4,2,5,2,1,5,2,4,5,2,4,5,2,4,2,1,4,2,2,5,4,2,2,5,4,2,1,4,1,-2,-1,3,3,-2,-1,-3,2,-1,-2,-3,-2,-3,-1,1,-3,3,3,-2,2,-2,3,-2,1.6,4,4.25,4.57142857142857
9,9997,"男","2002.09","汉族","本科（含本科在读）",13000,5,5,"否","","",3,4,3,2,2,2,4,4,3,4,4,4,2,4,4,4,3,4,4,5,4,4,5,4,4,4,4,2,4,3,4,2,3,4,4,4,4,2,2,4,2,4,4,2,4,4,4,2,3,2,4,3,2,4,2,3,2,4,4,4,3,4,3,2,3,2,4,4,2,4,4,2,2,2,2,4,2,3,4,4,2,3,4,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,3.71428571428571,4,3.85714285714286
9,6266,"男","1999.03","汉族","硕士（含硕士在读）",150000,6,6,"否","","",3,3,3,2,2,3,3,4,3,3,4,3,2,4,2,4,3,4,3,3,3,3,4,3,3,3,3,3,4,2,3,2,3,4,3,4,4,2,2,4,2,3,4,2,3,3,4,3,2,3,4,2,3,4,2,4,2,3,4,4,3,4,3,2,4,4,4,4,2,4,4,2,3,2,2,3,2,3,4,4,3,2,4,4,2,2,4,1,-1,-2,-1,1,-1,-2,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,2,1,1,-1,2.6,3.28571428571429,3,3.28571428571429
9,662,"女","2002.09","汉族","本科（含本科在读）",12000,3,3,"否","","",5,4,2,2,4,2,5,5,4,3,5,2,4,4,5,5,3,4,4,5,4,3,4,1,4,2,5,5,4,2,4,5,4,5,1,4,3,3,5,5,2,4,2,2,5,4,2,5,4,2,3,5,4,5,2,4,3,4,5,4,2,2,2,2,5,4,3,2,2,4,4,3,4,2,2,2,5,2,5,5,2,5,4,5,2,2,2,2,-2,2,-2,-1,2,3,-2,3,3,2,3,3,-2,3,3,-2,-2,2,-2,3,-2,1,-2,4,3,4.375,3.42857142857143
9,6236,"男","200407","汉族","本科（含本科在读）",20000,4,4,"是","英国","4",4,5,4,4,2,2,4,3,4,4,5,4,4,5,5,4,5,5,4,3,4,5,5,4,4,3,2,5,3,1,4,2,4,5,2,4,5,2,2,5,1,4,3,2,5,1,4,4,1,2,5,3,1,4,1,5,2,3,5,5,1,2,2,1,4,2,5,5,2,4,5,1,5,1,2,4,2,2,5,5,2,1,5,5,1,2,4,3,1,2,3,2,2,2,3,3,2,3,-3,2,3,2,3,3,-1,1,3,2,2,2,1,3.8,4.28571428571429,3.875,3.85714285714286
9,6194,"女","2000.02","汉族","硕士（含硕士在读）",20000,6,6,"否","","",4,3,2,4,3,4,4,4,4,3,4,5,2,5,4,5,4,4,4,5,3,5,5,4,3,4,4,4,3,1,3,4,5,3,4,4,4,4,4,5,5,4,2,3,4,5,1,4,3,4,5,4,3,4,2,1,1,3,4,2,5,2,1,4,5,3,3,4,1,4,1,3,4,2,3,4,3,3,4,4,2,3,5,3,2,5,4,1,-2,1,1,2,-1,-1,1,1,2,1,1,-1,-2,2,3,-1,2,1,-1,2,1,3,-2,3.4,4,3.75,4.28571428571429
9,6141,"男","2003.02","汉族","本科（含本科在读）",15000,3,4,"否","","",2,4,4,4,2,4,4,4,2,2,4,4,2,4,4,5,2,4,4,4,3,4,4,2,2,2,4,4,4,2,4,2,4,4,2,4,4,4,2,4,2,4,4,2,4,2,4,4,2,2,4,2,2,4,2,4,2,2,4,4,2,4,2,2,4,2,4,4,2,4,4,2,4,2,2,4,2,2,4,4,2,2,4,4,2,2,4,2,-2,-2,-2,1,-2,-2,1,2,-1,-1,2,-2,-2,-1,2,-2,1,2,2,1,-1,2,-2,2,3.42857142857143,3.75,3.71428571428571
9,6159,"女","2003.05","汉族","本科（含本科在读）",15000,4,4,"否","","",2,4,3,4,2,4,5,4,2,4,5,4,2,4,5,5,3,4,5,4,4,3,5,2,3,4,5,3,5,2,4,4,4,5,5,4,4,2,3,4,2,4,4,2,4,4,3,1,3,4,5,4,3,4,2,4,2,4,4,5,4,3,4,1,4,3,4,3,2,4,4,2,3,2,1,3,4,4,5,5,3,4,4,4,2,2,4,2,1,-1,1,2,-1,-2,-2,2,-1,-2,-1,-1,-2,-3,1,-1,1,2,1,3,-1,2,-2,2.2,3.57142857142857,4.375,4.28571428571429
9,6279,"男","2002.1","汉族","本科（含本科在读）",30000,5,6,"否","","",2,2,4,5,1,4,2,4,1,4,3,4,2,4,5,5,2,5,4,5,2,4,5,4,2,5,4,4,5,2,5,2,4,5,2,5,4,2,1,4,2,5,4,2,5,1,4,4,2,1,5,2,1,4,2,5,2,2,5,5,2,4,2,1,4,2,5,4,2,5,4,1,4,2,1,4,2,2,4,5,2,2,4,5,2,1,4,2,-1,-3,3,1,-3,-3,-1,1,-1,-2,-3,-2,-3,-1,-1,-1,2,3,-2,2,-2,3,-1,1.6,3.85714285714286,3.625,4.28571428571429
9,6517,"女","1999.01","汉族","硕士（含硕士在读）",7000,3,4,"否","","",4,4,2,2,4,2,3,4,4,4,3,2,4,4,3,5,3,2,3,4,2,4,4,4,3,2,3,2,4,3,2,2,2,4,4,2,4,4,2,4,3,2,4,2,3,5,3,2,2,2,3,4,3,4,2,3,4,4,4,4,4,4,4,2,4,4,3,3,2,4,3,4,2,2,2,2,3,4,4,3,4,4,3,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.42857142857143,3,3
9,6188,"男","2001.01","汉族","本科（含本科在读）",15000,4,4,"否","","",2,3,4,4,2,2,4,4,2,2,4,3,2,3,4,4,2,3,4,4,4,2,4,2,2,4,4,4,4,2,4,2,4,4,2,4,4,2,1,4,2,4,4,2,4,2,3,4,2,2,4,2,1,4,2,4,2,2,4,4,2,4,2,2,4,2,4,5,2,4,4,2,4,2,2,4,2,2,4,4,2,2,4,4,2,2,4,1,-2,-2,-2,2,-1,-2,-1,1,-2,-2,-2,-1,-1,-1,1,-1,1,1,-1,1,1,2,-1,2,2.42857142857143,3.75,3.85714285714286
9,6173,"男","1999.04","汉族","硕士（含硕士在读）",80000,5,3,"否","","",1,2,2,1,2,3,2,3,1,2,2,1,2,4,1,4,5,4,4,4,1,4,4,4,2,2,2,1,2,2,4,3,2,5,5,4,5,4,3,3,1,5,4,4,4,5,2,2,3,2,1,2,5,2,4,5,1,5,2,2,5,1,4,3,5,5,3,2,5,3,5,1,2,4,2,1,2,4,5,4,5,2,1,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,3.28571428571429,2.375,2.28571428571429
9,644,"女","1999.04","汉族","硕士（含硕士在读）",10000,6,5,"否","","",3,3,2,3,2,2,4,4,4,2,3,3,2,4,4,4,3,3,3,4,3,3,4,3,2,3,3,2,4,3,3,4,3,4,4,4,3,4,2,4,3,3,4,2,3,3,2,3,2,4,3,3,2,4,3,3,3,4,4,2,4,3,3,2,3,2,3,3,3,4,3,3,4,4,3,2,2,4,4,4,3,3,3,2,2,2,3,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,2,-1,1,-1,2.8,2.85714285714286,3.125,3.42857142857143
9,6293,"女","2002.07","汉族","本科（含本科在读）",20000,5,7,"否","","",1,4,1,5,1,5,1,4,5,4,1,5,1,5,1,5,4,5,1,5,5,4,5,5,1,5,1,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,5,1,5,1,5,5,1,1,5,1,1,5,1,5,1,5,5,5,1,5,1,1,5,1,1,5,1,5,5,1,5,1,1,4,1,1,5,5,1,1,5,5,1,1,5,2,-3,2,3,3,-3,2,2,2,3,1,-3,-2,-3,2,2,3,3,2,-3,3,2,2,-3,2.4,4.57142857142857,1.5,4.85714285714286
9,6241,"女","1999.09","汉族","硕士（含硕士在读）",5000,5,4,"否","","",2,2,2,2,1,3,4,4,2,2,4,3,2,4,4,4,3,4,4,4,2,2,4,4,2,4,4,2,4,1,4,1,4,4,2,5,4,2,1,4,1,4,5,1,4,3,4,2,2,1,4,1,2,4,1,4,2,4,4,4,2,4,2,2,4,2,4,4,2,4,4,2,2,2,1,4,2,5,4,5,2,2,4,4,1,1,4,1,-1,-2,-1,1,-1,-1,-1,2,1,-1,-1,1,-1,-1,1,-2,-1,1,1,2,1,2,-2,2,3,3.5,3.28571428571429
9,6163,"女","2001.1","汉族","本科（含本科在读）",36000,5,6,"否","","",2,1,2,5,2,4,5,4,1,2,4,5,2,4,5,4,2,5,4,5,4,3,4,5,4,5,4,2,5,1,5,2,4,5,2,5,4,2,1,4,2,5,4,2,5,2,4,4,2,1,5,1,2,5,2,4,1,4,5,5,2,5,2,1,5,2,5,5,2,5,4,2,4,2,1,4,2,2,4,5,2,1,4,5,2,1,5,2,-2,-3,3,2,-2,-3,-1,3,-2,-3,-1,-3,-2,-1,-2,-3,2,3,-2,3,-2,3,-1,1.8,3.42857142857143,4.125,4.42857142857143
9,661,"男","2002.09","汉族","本科（含本科在读）",8000,5,4,"否","","",2,4,4,2,2,3,4,4,2,2,4,4,2,4,4,5,2,5,4,4,3,4,5,2,3,4,4,4,5,2,4,2,4,5,2,4,4,4,1,5,2,4,5,1,4,2,2,4,4,2,5,3,1,4,2,5,2,4,5,4,2,3,2,1,4,2,4,5,2,5,4,2,5,1,2,4,2,2,5,4,2,3,5,4,2,1,4,2,-2,-1,-1,2,-2,1,-1,2,-2,-2,2,-2,-2,-3,1,-1,1,3,2,2,2,3,-2,2,3.42857142857143,3.875,3.85714285714286
9,6227,"女","2000.01","汉族","硕士（含硕士在读）",15000,6,6,"否","","",2,4,4,3,2,2,3,3,3,2,4,4,2,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,5,2,4,2,4,5,2,4,5,2,1,5,3,4,3,1,4,2,3,3,2,1,3,2,1,4,2,2,2,4,5,4,2,4,2,1,4,1,3,4,4,4,3,2,2,1,2,4,2,3,4,4,2,2,4,4,2,2,4,1,-1,-1,-1,2,-1,-2,-1,2,1,-2,-1,-1,-2,-2,-1,-2,-2,1,1,1,1,2,-2,2.4,3.42857142857143,3.75,3.71428571428571
9,657,"男","2001.12.20","汉族","本科（含本科在读）",13500,6,5,"否","","",2,3,2,3,1,2,4,2,2,2,4,3,2,3,4,4,2,5,4,3,4,3,4,2,2,3,4,4,4,3,4,3,4,5,2,4,3,2,1,5,1,3,2,1,4,3,3,3,1,1,4,3,1,4,2,4,2,3,4,4,1,3,1,2,4,1,3,4,1,4,4,2,4,2,1,4,2,3,4,4,2,2,4,4,2,2,3,1,-1,2,1,1,-2,-1,-1,2,1,-2,1,-3,-2,-1,1,-1,1,2,1,2,-1,2,-2,1.8,2.85714285714286,3.375,3.28571428571429
9,617,"男","2002.09","汉族","本科（含本科在读）",18500,4,5,"否","","",1,4,1,5,1,4,1,5,2,4,1,5,1,5,1,5,5,5,1,5,5,4,5,5,1,4,1,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,5,1,5,1,5,5,1,1,5,1,1,5,1,5,1,5,5,5,1,5,1,1,5,1,5,5,1,5,5,1,5,1,1,5,1,1,5,5,1,1,5,5,1,1,5,3,-2,3,3,3,-3,-2,2,2,3,3,-3,3,2,3,3,3,1,1,-3,3,3,3,-3,2,4.42857142857143,1.5,4.85714285714286
9,6137,"男","2001.02","汉族","本科（含本科在读）",8,4,4,"否","","",3,4,3,4,2,4,3,5,4,4,4,5,2,4,4,5,3,5,4,3,4,4,5,4,3,4,3,2,4,2,4,2,4,5,2,4,4,2,1,4,2,4,2,1,4,2,4,3,1,2,4,2,2,5,2,4,2,3,5,4,2,4,2,1,4,2,4,4,2,5,4,2,2,1,1,2,2,2,4,4,2,2,3,4,2,1,4,3,-1,1,3,2,-1,-2,2,2,2,1,-1,-1,1,1,1,2,3,2,-1,2,1,2,-1,2.8,4.14285714285714,3.375,4.57142857142857
9,6285,"男","2001.1","汉族","本科（含本科在读）",6000,4,4,"否","","",2,3,2,2,2,2,3,4,2,3,4,4,2,4,3,4,4,5,4,3,2,4,4,4,2,4,4,4,4,4,3,4,3,4,4,4,3,2,2,4,2,3,3,2,4,4,2,3,2,3,3,2,4,4,3,4,3,4,5,5,4,2,2,2,4,3,4,4,3,4,5,3,5,2,2,2,2,3,4,4,2,3,4,4,3,2,3,1,-1,-1,2,1,-1,-1,-1,2,1,-1,-2,-1,-1,-1,1,-1,1,1,-1,2,1,2,-1,2.4,3.57142857142857,3.125,3.42857142857143
9,6114,"男","200308","汉族","本科（含本科在读）",6000,4,4,"否","","",2,2,4,4,1,2,5,4,2,1,2,4,1,4,3,5,2,4,4,3,5,5,4,2,2,4,4,4,4,2,5,2,5,4,2,5,5,2,1,5,2,4,2,1,5,2,4,4,1,2,5,4,1,4,1,5,2,2,5,5,2,5,2,1,5,2,4,4,1,5,4,2,4,1,2,5,2,2,5,4,1,2,5,4,1,2,5,3,-2,-3,1,2,-3,-1,-1,2,2,-2,-3,-2,-3,-1,-1,-3,2,3,-1,3,-1,3,-3,1.6,2.85714285714286,3.375,4.28571428571429
9,6246,"女","2001.09","汉族","硕士（含硕士在读）",6000,5,5,"否","","",2,1,2,4,2,3,4,5,2,2,5,3,2,4,4,5,4,4,4,5,4,2,4,2,3,4,4,4,4,2,3,2,3,4,4,4,4,2,3,4,2,4,5,2,4,4,3,2,1,4,3,2,1,4,2,2,4,2,4,4,4,4,2,2,3,4,3,2,2,5,4,3,4,2,2,2,2,4,5,5,2,4,4,4,2,2,2,-2,1,-1,-2,-2,1,-1,-1,2,2,-1,-2,1,-2,-1,-1,-1,-2,1,-2,2,1,3,-1,2.4,2.57142857142857,3.875,4.14285714285714
9,6200,"女","1999.1","汉族","硕士（含硕士在读）",15000,6,6,"否","","",4,4,4,2,3,4,4,4,4,4,4,4,2,5,3,5,4,4,4,5,4,5,5,4,4,2,3,4,4,2,4,2,4,4,4,3,5,1,3,4,2,5,2,2,4,5,5,4,2,2,5,5,2,4,3,4,3,4,4,4,4,4,2,4,3,1,2,4,4,4,4,2,5,4,2,2,1,3,4,5,2,5,4,5,2,2,4,1,2,2,1,-1,-1,1,1,3,2,1,1,1,-2,1,1,-2,1,2,1,2,1,2,-1,3.4,4.28571428571429,3.875,3.71428571428571
9,683,"男","1999.08","汉族","本科（含本科在读）",6000,8,7,"是","法国","6个月",4,5,3,3,2,5,4,5,3,4,5,5,2,5,4,5,4,3,4,5,4,4,5,3,5,4,4,4,5,2,4,1,4,5,1,4,2,5,1,5,2,4,5,3,4,2,5,3,1,4,5,2,1,4,3,5,2,5,4,3,2,4,4,2,5,1,5,5,3,4,5,1,4,1,2,3,1,3,4,5,2,1,4,5,2,1,4,2,3,-2,-3,1,-2,3,-1,1,3,-3,-1,2,-1,-2,2,2,-1,3,-3,2,-1,3,-2,3,4.14285714285714,4.25,4.42857142857143
